-23.486200000;-46.771750000
-23.486330000;-46.771900000
-23.486570000;-46.772200000
-23.486590000;-46.772220000
-23.486690000;-46.772340000
-23.486810000;-46.772490000
-23.486870000;-46.772570000
-23.487080000;-46.772830000
-23.487140000;-46.772890000
-23.487200000;-46.772920000
-23.487300000;-46.772910000
-23.487350000;-46.772890000
-23.487490000;-46.772820000
-23.487550000;-46.772750000
-23.487640000;-46.772660000
-23.487770000;-46.772550000
-23.487880000;-46.772460000
-23.487970000;-46.772380000
-23.488430000;-46.772030000
-23.488630000;-46.771860000
-23.488760000;-46.771750000
-23.488790000;-46.771720000
-23.488990000;-46.771560000
-23.489160000;-46.771420000
-23.489250000;-46.771330000
-23.489300000;-46.771240000
-23.489310000;-46.771150000
-23.489310000;-46.771060000
-23.489290000;-46.770970000
-23.489230000;-46.770780000
-23.489220000;-46.770770000
-23.489150000;-46.770560000
-23.489090000;-46.770490000
-23.489150000;-46.770330000
-23.489170000;-46.770300000
-23.489170000;-46.770150000
-23.489110000;-46.769810000
-23.489070000;-46.769680000
-23.489040000;-46.769580000
-23.488930000;-46.769320000
-23.488820000;-46.769000000
-23.488700000;-46.768670000
-23.488670000;-46.768530000
-23.488620000;-46.768430000
-23.488580000;-46.768390000
-23.488540000;-46.768350000
-23.488530000;-46.768340000
-23.488450000;-46.768300000
-23.488360000;-46.768260000
-23.488300000;-46.768200000
-23.488260000;-46.768130000
-23.488190000;-46.767970000
-23.488490000;-46.767880000
-23.488630000;-46.767840000
-23.488860000;-46.767770000
-23.489230000;-46.767650000
-23.489250000;-46.767640000
-23.489280000;-46.767630000
-23.489330000;-46.767590000
-23.489430000;-46.767560000
-23.489550000;-46.767530000
-23.489870000;-46.767420000
-23.490250000;-46.767300000
-23.490360000;-46.767270000
-23.490540000;-46.767210000
-23.490610000;-46.767190000
-23.490830000;-46.767110000
-23.491030000;-46.767040000
-23.491380000;-46.766880000
-23.491550000;-46.766800000
-23.491910000;-46.766620000
-23.492120000;-46.766500000
-23.492230000;-46.766440000
-23.492330000;-46.766370000
-23.492540000;-46.766240000
-23.492650000;-46.766150000
-23.492750000;-46.766080000
-23.492890000;-46.765950000
-23.492940000;-46.765910000
-23.493010000;-46.765850000
-23.493070000;-46.765780000
-23.493130000;-46.765730000
-23.493240000;-46.765610000
-23.493390000;-46.765440000
-23.493440000;-46.765370000
-23.493510000;-46.765280000
-23.493610000;-46.765150000
-23.493680000;-46.765040000
-23.493740000;-46.764940000
-23.493800000;-46.764850000
-23.493870000;-46.764740000
-23.493940000;-46.764620000
-23.494040000;-46.764430000
-23.494120000;-46.764270000
-23.494170000;-46.764140000
-23.494220000;-46.764040000
-23.494260000;-46.763930000
-23.494320000;-46.763730000
-23.494360000;-46.763610000
-23.494400000;-46.763480000
-23.494470000;-46.763160000
-23.494490000;-46.763080000
-23.494510000;-46.762970000
-23.494520000;-46.762840000
-23.494540000;-46.762690000
-23.494550000;-46.762470000
-23.494560000;-46.762330000
-23.494560000;-46.762220000
-23.494550000;-46.761860000
-23.494550000;-46.761720000
-23.494540000;-46.761570000
-23.494530000;-46.761440000
-23.494510000;-46.761140000
-23.494410000;-46.759950000
-23.494380000;-46.759540000
-23.494360000;-46.759190000
-23.494330000;-46.758840000
-23.494310000;-46.758590000
-23.494310000;-46.758450000
-23.494310000;-46.758330000
-23.494310000;-46.758210000
-23.494310000;-46.758110000
-23.494310000;-46.758010000
-23.494320000;-46.757910000
-23.494330000;-46.757830000
-23.494340000;-46.757790000
-23.494350000;-46.757670000
-23.494370000;-46.757560000
-23.494370000;-46.757540000
-23.494400000;-46.757410000
-23.494400000;-46.757390000
-23.494440000;-46.757250000
-23.494470000;-46.757150000
-23.494510000;-46.757030000
-23.494560000;-46.756890000
-23.494570000;-46.756870000
-23.494620000;-46.756750000
-23.494640000;-46.756720000
-23.494690000;-46.756620000
-23.494780000;-46.756460000
-23.494840000;-46.756360000
-23.494890000;-46.756280000
-23.494970000;-46.756170000
-23.495070000;-46.756020000
-23.495140000;-46.755940000
-23.495230000;-46.755850000
-23.495310000;-46.755760000
-23.495400000;-46.755680000
-23.495470000;-46.755620000
-23.495570000;-46.755540000
-23.495650000;-46.755480000
-23.495750000;-46.755410000
-23.495820000;-46.755360000
-23.495870000;-46.755330000
-23.495950000;-46.755290000
-23.496050000;-46.755240000
-23.496160000;-46.755190000
-23.496290000;-46.755140000
-23.496400000;-46.755090000
-23.496530000;-46.755050000
-23.496660000;-46.755020000
-23.496790000;-46.754980000
-23.496910000;-46.754970000
-23.497020000;-46.754950000
-23.497290000;-46.754940000
-23.497540000;-46.754930000
-23.497920000;-46.754920000
-23.498720000;-46.754900000
-23.498840000;-46.754900000
-23.499630000;-46.754870000
-23.500390000;-46.754830000
-23.500820000;-46.754820000
-23.501110000;-46.754810000
-23.501120000;-46.754810000
-23.501330000;-46.754790000
-23.501430000;-46.754780000
-23.501560000;-46.754760000
-23.501710000;-46.754740000
-23.501880000;-46.754710000
-23.502100000;-46.754650000
-23.502270000;-46.754610000
-23.502390000;-46.754560000
-23.502520000;-46.754510000
-23.502710000;-46.754430000
-23.503030000;-46.754290000
-23.503250000;-46.754170000
-23.503320000;-46.754130000
-23.503390000;-46.754100000
-23.503610000;-46.753960000
-23.503790000;-46.753830000
-23.504270000;-46.753450000
-23.504460000;-46.753290000
-23.504690000;-46.753130000
-23.504700000;-46.753100000
-23.504710000;-46.753080000
-23.504740000;-46.753040000
-23.504770000;-46.753000000
-23.504790000;-46.752980000
-23.504850000;-46.752900000
-23.504960000;-46.752800000
-23.505090000;-46.752670000
-23.505320000;-46.752440000
-23.505490000;-46.752280000
-23.505570000;-46.752190000
-23.505630000;-46.752140000
-23.505660000;-46.752110000
-23.505730000;-46.752000000
-23.505900000;-46.751840000
-23.506030000;-46.751720000
-23.506100000;-46.751640000
-23.506180000;-46.751550000
-23.506260000;-46.751470000
-23.506400000;-46.751290000
-23.506470000;-46.751190000
-23.506560000;-46.751060000
-23.506610000;-46.750990000
-23.506660000;-46.750900000
-23.506700000;-46.750830000
-23.506800000;-46.750640000
-23.506850000;-46.750540000
-23.506890000;-46.750450000
-23.506940000;-46.750340000
-23.506980000;-46.750240000
-23.507020000;-46.750130000
-23.507060000;-46.750010000
-23.507090000;-46.749920000
-23.507130000;-46.749780000
-23.507160000;-46.749690000
-23.507200000;-46.749510000
-23.507210000;-46.749440000
-23.507250000;-46.749230000
-23.507290000;-46.748990000
-23.507330000;-46.748700000
-23.507440000;-46.747870000
-23.507450000;-46.747780000
-23.507460000;-46.747700000
-23.507470000;-46.747610000
-23.507550000;-46.746870000
-23.507560000;-46.746800000
-23.507560000;-46.746790000
-23.507580000;-46.746580000
-23.507600000;-46.746420000
-23.507660000;-46.745710000
-23.507710000;-46.745080000
-23.507750000;-46.744640000
-23.507790000;-46.744170000
-23.507800000;-46.743960000
-23.507830000;-46.743670000
-23.507870000;-46.743180000
-23.507950000;-46.742210000
-23.507960000;-46.742000000
-23.508120000;-46.740160000
-23.508160000;-46.740010000
-23.508200000;-46.739790000
-23.508230000;-46.739600000
-23.508280000;-46.739410000
-23.508300000;-46.739330000
-23.508380000;-46.739140000
-23.508460000;-46.738930000
-23.508510000;-46.738850000
-23.508640000;-46.738630000
-23.508910000;-46.738360000
-23.509170000;-46.738120000
-23.509260000;-46.738060000
-23.509370000;-46.738000000
-23.509440000;-46.737970000
-23.509510000;-46.737950000
-23.509590000;-46.737910000
-23.509680000;-46.737890000
-23.509780000;-46.737860000
-23.509920000;-46.737840000
-23.510010000;-46.737830000
-23.510120000;-46.737820000
-23.510240000;-46.737820000
-23.510330000;-46.737810000
-23.510440000;-46.737820000
-23.510480000;-46.737820000
-23.510620000;-46.737820000
-23.510760000;-46.737820000
-23.510800000;-46.737820000
-23.511040000;-46.737830000
-23.511300000;-46.737830000
-23.511870000;-46.737850000
-23.512270000;-46.737850000
-23.512670000;-46.737840000
-23.513120000;-46.737850000
-23.513590000;-46.737860000
-23.513870000;-46.737870000
-23.514070000;-46.737880000
-23.514420000;-46.737890000
-23.514850000;-46.737910000
-23.515100000;-46.737920000
-23.515220000;-46.737920000
-23.515330000;-46.737930000
-23.515390000;-46.737940000
-23.515460000;-46.737950000
-23.515500000;-46.737960000
-23.515560000;-46.737980000
-23.515650000;-46.738010000
-23.515700000;-46.738020000
-23.515740000;-46.738040000
-23.515780000;-46.738060000
-23.515810000;-46.738070000
-23.515880000;-46.738110000
-23.515920000;-46.738130000
-23.515960000;-46.738150000
-23.516000000;-46.738170000
-23.516040000;-46.738200000
-23.516120000;-46.738260000
-23.516210000;-46.738330000
-23.516410000;-46.738530000
-23.516480000;-46.738610000
-23.516520000;-46.738660000
-23.516540000;-46.738690000
-23.516600000;-46.738780000
-23.516620000;-46.738820000
-23.516630000;-46.738840000
-23.516670000;-46.738920000
-23.516750000;-46.739120000
-23.516770000;-46.739170000
-23.516790000;-46.739230000
-23.516810000;-46.739300000
-23.516830000;-46.739360000
-23.516840000;-46.739430000
-23.516860000;-46.739660000
-23.516870000;-46.739720000
-23.516880000;-46.739760000
-23.516900000;-46.739790000
-23.516920000;-46.739810000
-23.516910000;-46.740100000
-23.516870000;-46.741050000
-23.516850000;-46.741480000
-23.516840000;-46.741980000
-23.516830000;-46.742320000
-23.516830000;-46.742370000
-23.516830000;-46.742540000
-23.516830000;-46.742730000
-23.516840000;-46.742860000
-23.516890000;-46.743040000
-23.516900000;-46.743080000
-23.516920000;-46.743190000
-23.516940000;-46.743300000
-23.516950000;-46.743370000
-23.516970000;-46.743440000
-23.516980000;-46.743490000
-23.516990000;-46.743540000
-23.517020000;-46.743650000
-23.517060000;-46.743760000
-23.517100000;-46.743890000
-23.517140000;-46.744000000
-23.517150000;-46.744020000
-23.517180000;-46.744100000
-23.517240000;-46.744230000
-23.517350000;-46.744470000
-23.517480000;-46.744700000
-23.517550000;-46.744820000
-23.517610000;-46.744910000
-23.517700000;-46.745050000
-23.517930000;-46.745400000
-23.518070000;-46.745590000
-23.518130000;-46.745680000
-23.518170000;-46.745710000
-23.518210000;-46.745750000
-23.518250000;-46.745790000
-23.518300000;-46.745830000
-23.518400000;-46.745960000
-23.518450000;-46.746030000
-23.518540000;-46.746150000
-23.518600000;-46.746230000
-23.518680000;-46.746320000
-23.518750000;-46.746400000
-23.518830000;-46.746480000
-23.518940000;-46.746590000
-23.519060000;-46.746710000
-23.519130000;-46.746780000
-23.519290000;-46.746910000
-23.519290000;-46.746920000
-23.519340000;-46.746960000
-23.519540000;-46.747120000
-23.519640000;-46.747190000
-23.519800000;-46.747300000
-23.519900000;-46.747360000
-23.520080000;-46.747470000
-23.520290000;-46.747590000
-23.520370000;-46.747630000
-23.520610000;-46.747740000
-23.520760000;-46.747810000
-23.521390000;-46.748080000
-23.521580000;-46.748160000
-23.521800000;-46.748260000
-23.521810000;-46.748260000
-23.522050000;-46.748360000
-23.522310000;-46.748480000
-23.522480000;-46.748560000
-23.522740000;-46.748690000
-23.522920000;-46.748780000
-23.523150000;-46.748900000
-23.524690000;-46.749670000
-23.524830000;-46.749730000
-23.524970000;-46.749800000
-23.525090000;-46.749850000
-23.525220000;-46.749900000
-23.525550000;-46.750020000
-23.526000000;-46.750170000
-23.526080000;-46.750190000
-23.526920000;-46.750380000
-23.527100000;-46.750410000
-23.527280000;-46.750440000
-23.527300000;-46.750440000
-23.527560000;-46.750470000
-23.527640000;-46.750470000
-23.527710000;-46.750480000
-23.527810000;-46.750490000
-23.527910000;-46.750490000
-23.528270000;-46.750500000
-23.528800000;-46.750510000
-23.529130000;-46.750500000
-23.529810000;-46.750470000
-23.529880000;-46.750490000
-23.529940000;-46.750510000
-23.530020000;-46.750510000
-23.530310000;-46.750510000
-23.530650000;-46.750500000
-23.530920000;-46.750500000
-23.531060000;-46.750490000
-23.531370000;-46.750470000
-23.531550000;-46.750450000
-23.531720000;-46.750420000
-23.532030000;-46.750360000
-23.532200000;-46.750320000
-23.532310000;-46.750280000
-23.532380000;-46.750250000
-23.532490000;-46.750200000
-23.532580000;-46.750160000
-23.532640000;-46.750140000
-23.532700000;-46.750110000
-23.532760000;-46.750090000
-23.532860000;-46.750070000
-23.532960000;-46.750010000
-23.533030000;-46.749970000
-23.533110000;-46.749920000
-23.533210000;-46.749840000
-23.533410000;-46.749690000
-23.533560000;-46.749560000
-23.533660000;-46.749470000
-23.533810000;-46.749330000
-23.533960000;-46.749160000
-23.534310000;-46.748780000
-23.534590000;-46.748460000
-23.534880000;-46.748130000
-23.534950000;-46.748050000
-23.535090000;-46.747900000
-23.535100000;-46.747890000
-23.535320000;-46.747640000
-23.535390000;-46.747550000
-23.535560000;-46.747370000
-23.535670000;-46.747250000
-23.535800000;-46.747100000
-23.536070000;-46.746790000
-23.536180000;-46.746670000
-23.536430000;-46.746390000
-23.536720000;-46.746070000
-23.537030000;-46.745720000
-23.537080000;-46.745650000
-23.537140000;-46.745590000
-23.537300000;-46.745410000
-23.537410000;-46.745430000
-23.537430000;-46.745440000
-23.537450000;-46.745450000
-23.537460000;-46.745470000
-23.537470000;-46.745480000
-23.537490000;-46.745500000
-23.537510000;-46.745530000
-23.537540000;-46.745610000
-23.537550000;-46.745670000
-23.537590000;-46.745810000
-23.537610000;-46.745890000
-23.537660000;-46.746170000
-23.537680000;-46.746260000
-23.537790000;-46.747020000
-23.537930000;-46.747870000
-23.537960000;-46.748030000
-23.538020000;-46.748420000
-23.538080000;-46.748820000
-23.538160000;-46.749310000
-23.538510000;-46.751370000
-23.538620000;-46.752080000
-23.538760000;-46.752940000
-23.538830000;-46.753210000
-23.538850000;-46.753320000
-23.538950000;-46.754000000
-23.538970000;-46.754260000
-23.539050000;-46.754230000
-23.539130000;-46.754190000
-23.539260000;-46.754140000
-23.539360000;-46.754100000
-23.539660000;-46.753950000
-23.539830000;-46.753870000
-23.539940000;-46.753810000
-23.540820000;-46.753350000
-23.541320000;-46.753090000
-23.541640000;-46.752930000
-23.541800000;-46.752850000
-23.542170000;-46.752680000
-23.542210000;-46.752650000
-23.542860000;-46.752310000
-23.543190000;-46.752140000
-23.543500000;-46.751980000
-23.543740000;-46.751850000
-23.544260000;-46.751590000
